timestamp,lat,lon,hMSL,fixType,numSV
200819.00,60.31955833333333,24.830812666666663,95.2,4,12
200820.00,60.31955833333333,24.830812666666663,95.2,4,12
200821.00,60.31955816666667,24.830812666666663,95.2,4,12
200843.00,60.31955833333333,24.830812666666663,95.2,4,12
200844.00,60.31955833333333,24.830812666666663,95.2,4,12
200845.00,60.31955833333333,24.830812666666663,95.2,4,12
200846.00,60.31955833333333,24.830812666666663,95.2,4,12
200847.00,60.31955833333333,24.830812666666663,95.2,4,12
200848.00,60.31955833333333,24.830812666666663,95.2,4,12
200849.00,60.31955833333333,24.830812666666663,95.2,4,12
200850.00,60.31955833333333,24.830812666666663,95.2,4,12
200851.00,60.31955833333333,24.830812666666663,95.2,4,12
200852.00,60.31955833333333,24.830812666666663,95.2,4,12
200853.00,60.31955833333333,24.830812666666663,95.2,4,12
200854.00,60.31955833333333,24.830812666666663,95.2,4,12
200855.00,60.31955833333333,24.830812666666663,95.2,4,12
200856.00,60.31955833333333,24.830812666666663,95.2,4,12
200857.00,60.31955833333333,24.830812666666663,95.2,4,12
200858.00,60.31955833333333,24.830812666666663,95.2,4,12
200859.00,60.31955833333333,24.830812666666663,95.2,4,12
200900.00,60.31955833333333,24.830812666666663,95.2,4,12
200901.00,60.31955833333333,24.830812666666663,95.2,4,12
200902.00,60.31955833333333,24.830812666666663,95.2,4,12
200903.00,60.31955833333333,24.830812666666663,95.2,4,12
200905.00,60.31955833333333,24.830812666666663,95.2,4,12
200906.00,60.31955833333333,24.830812666666663,95.2,4,12
200907.00,60.31955833333333,24.830812666666663,95.2,4,12
200908.00,60.31955833333333,24.830812666666663,95.2,4,12
200909.00,60.31955833333333,24.830812666666663,95.2,4,12
200920.00,60.31955833333333,24.830812666666663,95.2,4,12
200921.00,60.31955833333333,24.830812666666663,95.2,4,12
200922.00,60.31955833333333,24.830812666666663,95.2,4,12
200923.00,60.31955833333333,24.830812666666663,95.2,4,12
200925.00,60.31955833333333,24.830812666666663,95.2,4,12
200926.00,60.31955833333333,24.830812666666663,95.2,4,12
200927.00,60.31955833333333,24.830812666666663,95.2,4,12
200928.00,60.31955833333333,24.830812666666663,95.2,4,12
200929.00,60.31955833333333,24.830812666666663,95.2,4,12
200930.00,60.31955833333333,24.830812666666663,95.2,4,12
200931.00,60.31955833333333,24.830812666666663,95.2,4,12
200932.00,60.31955833333333,24.830812666666663,95.2,4,12
200933.00,60.31955833333333,24.830812666666663,95.2,4,12
200934.00,60.31955833333333,24.830812666666663,95.2,4,12
200935.00,60.31955833333333,24.830812666666663,95.2,4,12
200936.00,60.31955833333333,24.830812666666663,95.2,4,12
200937.00,60.31955833333333,24.830812666666663,95.2,4,12
200938.00,60.31955833333333,24.830812666666663,95.2,4,12
200939.00,60.31955833333333,24.830812666666663,95.2,4,12
200940.00,60.31955833333333,24.830812666666663,95.2,4,12
200941.00,60.31955833333333,24.830812666666663,95.2,4,12
200942.00,60.31955833333333,24.830812666666663,95.2,4,12
200943.00,60.31955833333333,24.830812666666663,95.2,4,12
200944.00,60.31955833333333,24.830812666666663,95.2,4,12
200945.00,60.31955833333333,24.830812666666663,95.2,4,12
200946.00,60.31955833333333,24.830812666666663,95.2,4,12
200948.00,60.31955833333333,24.830812666666663,95.2,4,12
200949.00,60.31955833333333,24.830812666666663,95.2,4,12
200950.00,60.31955833333333,24.830812666666663,95.2,4,12
200951.00,60.31955833333333,24.830812666666663,95.2,4,12
200952.00,60.31955833333333,24.830812666666663,95.2,4,12
201003.00,60.31955833333333,24.830812666666663,95.2,4,12
201004.00,60.31955833333333,24.830812666666663,95.2,4,12
201005.00,60.31955833333333,24.830812666666663,95.2,4,12
201006.00,60.31955833333333,24.830812666666663,95.2,4,12
201018.00,60.31955816666667,24.830812833333333,95.2,4,12
201019.00,60.31955816666667,24.830812833333333,95.2,4,12
201030.00,60.31955816666667,24.830812999999996,95.2,4,12
201031.00,60.31955816666667,24.830812833333333,95.2,4,12
201032.00,60.31955816666667,24.830812833333333,95.2,4,12
201043.00,60.31955816666667,24.830812999999996,95.2,4,12
201044.00,60.31955816666667,24.830812999999996,95.2,4,12
201046.00,60.31955816666667,24.830812833333333,95.2,4,12
201047.00,60.31955816666667,24.830812833333333,95.2,4,12
201048.00,60.31955816666667,24.830812999999996,95.2,4,12
201049.00,60.31955816666667,24.830812999999996,95.2,4,12
201050.00,60.31955816666667,24.830812833333333,95.2,4,12
201051.00,60.31955816666667,24.830812833333333,95.2,4,12
201052.00,60.31955816666667,24.830812833333333,95.2,4,12
201053.00,60.31955816666667,24.830812999999996,95.2,4,12
201054.00,60.31955816666667,24.830812999999996,95.2,4,12
201055.00,60.31955816666667,24.830812833333333,95.2,4,12
201056.00,60.31955816666667,24.830812999999996,95.2,4,12
201057.00,60.31955816666667,24.830812999999996,95.2,4,12
201058.00,60.31955816666667,24.830812999999996,95.2,4,12
201059.00,60.31955816666667,24.830812833333333,95.2,4,12
201100.00,60.31955816666667,24.830812833333333,95.2,4,12
201101.00,60.31955816666667,24.830812833333333,95.2,4,12
201102.00,60.31955816666667,24.830812833333333,95.2,4,12
201103.00,60.31955816666667,24.830812833333333,95.2,4,12
201104.00,60.31955816666667,24.830812833333333,95.2,4,12
201105.00,60.31955816666667,24.830812833333333,95.2,4,12
201106.00,60.31955816666667,24.830812833333333,95.2,4,12
201107.00,60.31955816666667,24.830812833333333,95.2,4,12
201108.00,60.31955816666667,24.830812833333333,95.2,4,12
201109.00,60.31955816666667,24.830812833333333,95.2,4,12
201110.00,60.31955816666667,24.830812833333333,95.2,4,12
201111.00,60.31955816666667,24.830812833333333,95.2,4,12
201112.00,60.31955816666667,24.830812833333333,95.2,4,12
201113.00,60.31955816666667,24.830812833333333,95.2,4,12
201114.00,60.31955816666667,24.830812833333333,95.2,4,12
201116.00,60.31955816666667,24.830812833333333,95.2,4,12
201117.00,60.31955816666667,24.830812833333333,95.2,4,12
201118.00,60.31955816666667,24.830812833333333,95.2,4,12
201119.00,60.31955816666667,24.830812833333333,95.2,4,12
201120.00,60.31955816666667,24.830812833333333,95.2,4,12
201121.00,60.31955816666667,24.830812833333333,95.2,4,12
201122.00,60.31955816666667,24.830812833333333,95.2,4,12
201123.00,60.31955816666667,24.830812833333333,95.2,4,12
